# name: Acetic acid
# molar mass: 60.05 g/mol
# temperature: 20°C
# reference: CRC handbook 90th edition 2009, p. 8-52
#! concentration [M], density [g/cm^3], refractive index, viscosity [mPa*s]
0,   	0.9982,	1.3339,	1.0016
0.083,	0.9989,	1.3334,	1.012
0.166,	0.9996,	1.3337,	1.022
0.333,	1.0011,	1.3345,	1.042
0.501,	1.0025,	1.3352,	1.063
0.669,	1.0038,	1.3359,	1.084
0.837,	1.0052,	1.3366,	1.105
1.006,	1.0066,	1.3373,	1.125
1.175,	1.0080,	1.3381,	1.143
1.345,	1.0093,	1.3388,	1.162
1.515,	1.0107,	1.3395,	1.186
1.685,	1.0121,	1.3402,	1.210
2.028,	1.0147,	1.3416,	1.253
2.372,	1.0174,	1.3430,	1.298
2.718,	1.0200,	1.3444,	1.341
3.065,	1.0225,	1.3458,	1.380
